timestamp,pressure_bar
1763141709.740,-0.005
1763141709.840,-0.008
1763141709.940,-0.008
1763141710.040,-0.008
1763141710.140,-0.008
1763141710.240,-0.008
1763141710.340,-0.005
1763141710.440,-0.005
1763141710.540,-0.005
1763141710.640,-0.005
1763141710.740,-0.005
1763141710.840,-0.005
1763141710.940,-0.005
1763141711.040,-0.005
1763141711.140,-0.005
1763141711.240,-0.005
1763141711.340,-0.005
1763141711.440,-0.005
1763141711.540,-0.005
1763141711.640,-0.005
1763141711.740,-0.005
1763141711.840,-0.005
1763141711.940,-0.005
1763141712.040,-0.005
1763141712.140,-0.005
1763141712.240,-0.005
1763141712.340,-0.005
1763141712.440,-0.005
1763141712.540,-0.005
1763141712.640,-0.005
1763141712.740,-0.005
1763141712.840,-0.005
1763141712.940,-0.005
1763141713.040,-0.005
1763141713.140,-0.005
1763141713.240,-0.005
1763141713.340,-0.005
1763141713.440,-0.005
1763141713.540,-0.005
1763141713.640,-0.005
1763141713.740,-0.005
1763141713.840,-0.005
1763141713.940,-0.005
1763141714.040,-0.005
1763141714.140,-0.005
1763141714.240,-0.005
1763141714.340,-0.005
1763141714.440,-0.005
1763141714.540,-0.005
1763141714.640,-0.005
1763141714.740,-0.005
1763141714.840,-0.005
1763141714.940,-0.005
1763141715.040,-0.005
1763141715.140,-0.005
1763141715.240,-0.005
1763141715.340,-0.005
1763141715.440,-0.005
1763141715.540,-0.005
1763141715.640,-0.005
1763141715.740,-0.005
1763141715.840,-0.005
1763141715.940,-0.005
1763141716.040,-0.005
1763141716.140,-0.005
1763141716.240,-0.005
1763141716.340,-0.005
1763141716.440,-0.005
1763141716.540,-0.005
1763141716.640,-0.005
1763141716.740,-0.005
1763141716.840,-0.005
1763141716.940,-0.005
1763141717.040,-0.005
1763141717.140,-0.005
1763141717.240,-0.005
1763141717.340,-0.005
1763141717.440,-0.005
1763141717.540,-0.005
1763141717.640,-0.005
1763141717.740,-0.005
1763141717.840,-0.005
1763141717.940,-0.005
1763141718.040,-0.005
1763141718.140,-0.005
1763141718.240,-0.005
1763141718.340,-0.005
1763141718.440,-0.005
1763141718.540,-0.005
1763141718.640,-0.005
1763141718.740,-0.005
1763141718.840,-0.005
1763141718.940,-0.005
1763141719.040,-0.005
1763141719.140,-0.005
1763141719.240,-0.005
1763141719.340,-0.005
1763141719.440,-0.005
1763141719.540,-0.005
1763141719.640,-0.005
1763141719.740,-0.005
1763141719.840,-0.005
1763141719.940,-0.005
1763141720.040,-0.005
1763141720.140,-0.005
1763141720.240,-0.005
1763141720.340,-0.005
1763141720.440,-0.005
1763141720.540,-0.005
1763141720.640,-0.005
1763141720.740,-0.005
1763141720.840,-0.005
1763141720.940,-0.005
1763141721.040,-0.005
1763141721.140,-0.005
1763141721.240,-0.005
1763141721.340,-0.005
1763141721.440,-0.005
1763141721.540,-0.005
1763141721.640,-0.005
1763141721.740,-0.005
1763141721.840,-0.005
1763141721.940,-0.005
1763141722.040,-0.005
1763141722.140,-0.005
1763141722.240,-0.005
1763141722.340,-0.005
1763141722.440,-0.005
1763141722.540,-0.005
1763141722.640,-0.005
1763141722.740,-0.005
1763141722.840,-0.005
1763141722.940,-0.005
1763141723.040,-0.005
