timestamp,pressure_bar
1762990706.700,0.872
1762990706.797,0.872
1762990706.897,0.854
1762990706.997,0.854
1762990707.097,0.854
1762990707.197,0.854
1762990707.297,0.854
1762990707.397,0.869
1762990707.497,0.869
1762990707.597,0.869
1762990707.697,0.869
1762990707.797,0.869
1762990707.897,0.875
1762990707.997,0.875
1762990708.097,0.875
1762990708.197,0.875
1762990708.297,0.875
1762990708.397,0.875
1762990708.497,0.875
1762990708.597,0.875
1762990708.697,0.875
1762990708.797,0.875
1762990708.897,0.871
1762990708.997,0.871
1762990709.097,0.871
1762990709.197,0.871
1762990709.297,0.871
1762990709.397,0.871
1762990709.497,0.871
1762990709.597,0.871
1762990709.697,0.871
1762990709.797,0.871
1762990709.897,0.870
1762990709.997,0.870
1762990710.097,0.870
1762990710.197,0.870
1762990710.297,0.870
1762990710.397,0.870
1762990710.497,0.870
1762990710.597,0.870
1762990710.697,0.870
1762990710.797,0.870
1762990710.897,0.870
1762990710.997,0.870
1762990711.097,0.870
1762990711.197,0.870
1762990711.297,0.870
1762990711.397,0.870
1762990711.497,0.870
1762990711.597,0.870
1762990711.697,0.870
1762990711.797,0.870
1762990711.897,0.870
1762990711.997,0.870
1762990712.097,0.870
1762990712.197,0.870
1762990712.297,0.870
1762990712.397,0.875
1762990712.497,0.875
1762990712.597,0.875
1762990712.697,0.875
1762990712.797,0.875
1762990712.897,0.870
1762990712.997,0.870
1762990713.097,0.870
1762990713.197,0.870
1762990713.297,0.870
1762990713.397,0.870
1762990713.497,0.870
1762990713.597,0.870
1762990713.697,0.870
1762990713.797,0.870
1762990713.897,0.870
1762990713.997,0.870
1762990714.097,0.870
1762990714.197,0.870
1762990714.297,0.870
1762990714.397,0.870
1762990714.497,0.870
1762990714.597,0.870
1762990714.697,0.870
1762990714.797,0.870
1762990714.897,0.870
1762990714.997,0.870
1762990715.097,0.870
1762990715.197,0.870
1762990715.297,0.870
1762990715.397,0.870
1762990715.497,0.870
1762990715.597,0.870
1762990715.697,0.870
1762990715.797,0.870
1762990715.897,0.871
1762990715.997,0.871
1762990716.097,0.871
1762990716.197,0.871
1762990716.297,0.871
1762990716.397,0.870
1762990716.497,0.870
1762990716.597,0.870
1762990716.697,0.870
1762990716.797,0.870
1762990716.897,0.870
1762990716.997,0.870
1762990717.097,0.870
1762990717.197,0.870
1762990717.297,0.870
1762990717.397,0.870
1762990717.497,0.870
1762990717.597,0.870
1762990717.697,0.870
1762990717.797,0.870
1762990717.897,0.870
1762990717.997,0.870
1762990718.097,0.870
1762990718.197,0.870
1762990718.297,0.870
1762990718.397,0.870
1762990718.497,0.870
1762990718.597,0.870
1762990718.697,0.870
1762990718.797,0.870
1762990718.897,0.870
1762990718.997,0.870
1762990719.097,0.870
1762990719.197,0.870
1762990719.297,0.870
1762990719.397,0.870
1762990719.497,0.870
1762990719.597,0.870
1762990719.697,0.870
1762990719.797,0.870
1762990719.897,0.869
1762990719.997,0.869
1762990720.097,0.869
1762990720.197,0.869
1762990720.297,0.869
1762990720.397,0.869
1762990720.497,0.869
1762990720.597,0.869
1762990720.697,0.869
1762990720.797,0.869
1762990720.897,0.870
1762990720.997,0.870
1762990721.097,0.870
1762990721.197,0.870
1762990721.297,0.870
1762990721.397,0.870
1762990721.497,0.870
1762990721.597,0.870
1762990721.697,0.870
1762990721.797,0.870
1762990721.897,0.870
1762990721.997,0.870
1762990722.097,0.870
1762990722.197,0.870
1762990722.297,0.870
1762990722.397,0.870
1762990722.497,0.870
1762990722.597,0.870
1762990722.697,0.870
1762990722.797,0.870
1762990722.897,0.864
1762990722.997,0.864
1762990723.097,0.864
1762990723.197,0.864
1762990723.297,0.864
