timestamp,pressure_bar
1763145253.564,0.992
1763145253.664,0.992
1763145253.764,1.183
1763145253.864,1.183
1763145253.964,1.183
1763145254.064,1.183
1763145254.164,1.183
1763145254.264,1.750
1763145254.364,1.750
1763145254.464,1.750
1763145254.564,1.750
1763145254.664,1.750
1763145254.764,2.428
1763145254.864,2.428
1763145254.964,2.428
1763145255.064,2.428
1763145255.164,2.428
1763145255.264,2.994
1763145255.364,2.994
1763145255.464,2.994
1763145255.564,2.994
1763145255.664,2.994
1763145255.764,3.345
1763145255.864,3.345
1763145255.964,3.345
1763145256.064,3.345
1763145256.164,3.345
1763145256.264,3.547
1763145256.364,3.547
1763145256.464,3.547
1763145256.564,3.547
1763145256.664,3.547
1763145256.766,3.644
1763145256.864,3.644
1763145256.964,3.644
1763145257.064,3.644
1763145257.164,3.644
1763145257.264,3.691
1763145257.364,3.691
1763145257.464,3.691
1763145257.564,3.691
1763145257.664,3.691
1763145257.764,3.696
1763145257.864,3.696
1763145257.964,3.696
1763145258.064,3.696
1763145258.164,3.696
1763145258.264,3.693
1763145258.364,3.693
1763145258.464,3.693
1763145258.564,3.693
1763145258.664,3.693
1763145258.764,3.700
1763145258.864,3.700
1763145258.964,3.700
1763145259.064,3.700
1763145259.164,3.700
1763145259.264,3.699
1763145259.364,3.699
1763145259.464,3.699
1763145259.564,3.699
1763145259.664,3.699
1763145259.764,3.686
1763145259.864,3.686
1763145259.964,3.686
1763145260.064,3.686
1763145260.164,3.686
1763145260.264,3.694
1763145260.364,3.694
1763145260.464,3.694
1763145260.564,3.694
1763145260.664,3.694
1763145260.764,3.695
1763145260.864,3.695
1763145260.964,3.695
1763145261.064,3.695
1763145261.164,3.695
1763145261.264,3.696
1763145261.364,3.696
1763145261.464,3.696
1763145261.564,3.696
1763145261.664,3.696
1763145261.764,3.694
1763145261.864,3.694
1763145261.964,3.694
1763145262.064,3.694
1763145262.164,3.694
1763145262.264,3.671
1763145262.364,3.671
1763145262.464,3.671
1763145262.564,3.671
1763145262.664,3.671
1763145262.764,3.680
1763145262.864,3.680
1763145262.964,3.680
1763145263.064,3.680
1763145263.164,3.680
1763145263.264,3.682
1763145263.364,3.682
1763145263.464,3.682
1763145263.564,3.682
1763145263.664,3.682
1763145263.764,3.698
1763145263.864,3.698
1763145263.964,3.698
1763145264.064,3.698
1763145264.164,3.698
1763145264.264,3.695
1763145264.364,3.695
1763145264.464,3.695
1763145264.564,3.695
1763145264.664,3.695
1763145264.764,3.687
1763145264.864,3.687
1763145264.964,3.687
1763145265.064,3.687
1763145265.164,3.687
1763145265.264,3.699
1763145265.364,3.699
1763145265.464,3.699
1763145265.564,3.699
1763145265.664,3.699
1763145265.764,3.682
1763145265.864,3.682
1763145265.964,3.682
1763145266.064,3.682
1763145266.164,3.682
1763145266.264,3.692
1763145266.364,3.692
1763145266.464,3.692
1763145266.564,3.692
1763145266.664,3.692
1763145266.764,3.676
1763145266.864,3.676
1763145266.964,3.676
1763145267.064,3.676
1763145267.164,3.676
1763145267.264,3.660
1763145267.364,3.660
1763145267.464,3.660
1763145267.564,3.660
1763145267.664,3.660
1763145267.764,3.633
1763145267.864,3.633
1763145267.964,3.633
1763145268.064,3.633
1763145268.164,3.633
1763145268.264,3.641
1763145268.364,3.641
1763145268.464,3.641
1763145268.564,3.641
1763145268.664,3.641
1763145268.764,3.672
1763145268.864,3.672
1763145268.964,3.672
1763145269.064,3.672
1763145269.164,3.672
1763145269.264,3.698
1763145269.364,3.698
1763145269.464,3.698
1763145269.564,3.698
1763145269.664,3.698
1763145269.764,3.708
1763145269.864,3.708
1763145269.964,3.708
1763145270.064,3.708
1763145270.164,3.708
1763145270.264,3.710
1763145270.364,3.710
1763145270.464,3.710
1763145270.564,3.710
1763145270.664,3.710
1763145270.764,3.730
1763145270.864,3.730
1763145270.964,3.730
1763145271.064,3.730
1763145271.164,3.730
1763145271.264,3.725
1763145271.364,3.725
1763145271.464,3.725
1763145271.564,3.725
1763145271.664,3.725
1763145271.764,3.735
1763145271.864,3.735
1763145271.964,3.735
1763145272.064,3.735
1763145272.164,3.735
1763145272.264,3.725
1763145272.364,3.725
1763145272.464,3.725
1763145272.564,3.725
1763145272.664,3.725
1763145272.764,3.730
1763145272.864,3.730
1763145272.964,3.730
1763145273.064,3.730
1763145273.164,3.730
1763145273.264,3.728
1763145273.364,3.728
