timestamp,pressure_bar
1762975563.226,0.567
1762975563.326,0.567
1762975563.426,0.567
1762975563.526,0.567
1762975563.626,0.567
1762975563.726,0.560
1762975563.826,0.560
1762975563.926,0.560
1762975564.026,0.560
1762975564.126,0.560
1762975564.226,0.569
1762975564.326,0.569
1762975564.426,0.569
1762975564.526,0.569
1762975564.626,0.569
1762975564.726,0.572
1762975564.826,0.572
1762975564.926,0.572
1762975565.026,0.572
1762975565.126,0.572
1762975565.226,0.570
1762975565.326,0.570
1762975565.426,0.570
1762975565.526,0.570
1762975565.626,0.570
1762975565.726,0.569
1762975565.826,0.569
1762975565.926,0.569
1762975566.026,0.569
1762975566.126,0.569
1762975566.226,0.570
1762975566.326,0.570
1762975566.426,0.570
1762975566.526,0.570
1762975566.626,0.570
1762975566.726,0.570
1762975566.826,0.570
1762975566.926,0.570
1762975567.026,0.570
1762975567.126,0.570
1762975567.226,0.570
1762975567.326,0.570
1762975567.426,0.570
1762975567.526,0.570
1762975567.626,0.570
1762975567.726,0.569
1762975567.826,0.569
1762975567.926,0.569
1762975568.026,0.569
1762975568.126,0.569
1762975568.226,0.570
1762975568.326,0.570
1762975568.426,0.570
1762975568.526,0.570
1762975568.626,0.570
1762975568.726,0.559
1762975568.826,0.559
1762975568.926,0.559
1762975569.026,0.559
1762975569.126,0.559
1762975569.226,0.574
1762975569.326,0.574
1762975569.426,0.574
1762975569.526,0.574
1762975569.626,0.574
1762975569.726,0.566
1762975569.826,0.566
1762975569.926,0.566
1762975570.026,0.566
1762975570.126,0.566
1762975570.226,0.570
1762975570.326,0.570
1762975570.426,0.570
1762975570.526,0.570
1762975570.626,0.570
1762975570.726,0.570
1762975570.826,0.570
1762975570.926,0.570
1762975571.026,0.570
1762975571.126,0.570
1762975571.226,0.570
1762975571.326,0.570
1762975571.426,0.570
1762975571.526,0.570
1762975571.626,0.570
1762975571.726,0.570
1762975571.826,0.570
1762975571.926,0.570
1762975572.026,0.570
1762975572.126,0.570
1762975572.226,0.570
1762975572.326,0.570
1762975572.426,0.570
1762975572.526,0.570
1762975572.626,0.570
1762975572.726,0.575
1762975572.826,0.575
1762975572.926,0.575
1762975573.026,0.575
1762975573.126,0.575
1762975573.226,0.569
1762975573.326,0.569
1762975573.426,0.569
1762975573.526,0.569
1762975573.626,0.569
1762975573.726,0.564
1762975573.826,0.564
1762975573.926,0.564
1762975574.026,0.564
1762975574.126,0.564
1762975574.226,0.574
1762975574.326,0.574
1762975574.426,0.574
1762975574.526,0.574
1762975574.626,0.574
1762975574.726,0.574
1762975574.826,0.574
1762975574.926,0.574
1762975575.026,0.574
1762975575.126,0.574
1762975575.226,0.571
1762975575.326,0.571
1762975575.426,0.571
1762975575.526,0.571
1762975575.626,0.571
1762975575.726,0.574
1762975575.826,0.574
1762975575.926,0.574
1762975576.026,0.574
1762975576.126,0.574
1762975576.226,0.573
1762975576.326,0.573
1762975576.426,0.573
1762975576.526,0.573
1762975576.626,0.573
1762975576.726,0.570
1762975576.826,0.570
1762975576.926,0.570
1762975577.026,0.570
1762975577.126,0.570
1762975577.226,0.570
1762975577.326,0.570
1762975577.426,0.570
1762975577.526,0.570
1762975577.626,0.570
1762975577.726,0.565
1762975577.826,0.565
1762975577.926,0.565
1762975578.026,0.565
1762975578.126,0.565
