timestamp,pressure_bar
1763168537.378,-0.005
1763168537.478,-0.008
1763168537.578,-0.008
1763168537.678,-0.008
1763168537.778,-0.008
1763168537.878,-0.008
1763168537.978,-0.006
1763168538.078,-0.006
1763168538.178,-0.006
1763168538.278,-0.006
1763168538.378,-0.006
1763168538.478,-0.005
1763168538.578,-0.005
1763168538.678,-0.005
1763168538.778,-0.005
1763168538.878,-0.005
1763168538.978,-0.005
1763168539.078,-0.005
1763168539.178,-0.005
1763168539.278,-0.005
1763168539.378,-0.005
1763168539.478,-0.005
1763168539.578,-0.005
1763168539.678,-0.005
1763168539.778,-0.005
1763168539.878,-0.005
1763168539.978,-0.005
1763168540.078,-0.005
1763168540.178,-0.005
1763168540.278,-0.005
1763168540.378,-0.005
1763168540.478,-0.005
1763168540.578,-0.005
1763168540.678,-0.005
1763168540.778,-0.005
1763168540.878,-0.005
1763168540.978,-0.005
