meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006246566772460938,0,0,0,21000,21942,17251,98.34989929199219,99.90482330322266,100.0,0.0
2,6.0797438621521,0,0,0,16840,16702,12837,79.84221649169922,80.05191802978516,72.7581558227539,0.0
3,12.239608526229858,0,0,0,14636,13836,12693,71.58123779296875,70.66582489013672,71.74564361572266,0.0
4,18.400256872177124,0,0,0,8059,12634,14280,0.0,66.88818359375,81.53138732910156,0.0
5,24.520968675613403,0,0,0,13445,9022,18758,67.133544921875,55.043365478515625,100.0,0.0
6,30.700618505477905,0,0,0,18687,14956,10689,86.2936019897461,74.11441802978516,59.4548454284668,0.0
7,36.9419481754303,0,0,0,0,0,0,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,62.77211594581604
# total_meters,7
