meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0014514923095703125,0,0,0,16977,16779,14118,79.99816131591797,79.99838256835938,79.99700164794922,0.0
2,12.481887102127075,0,80,80,0,16779,14118,0.0,79.99838256835938,79.99700164794922,0.0
3,24.979721784591675,60,0,100,11545,0,17457,60.0,0.0,100.0,0.0
4,37.479846239089966,0,0,0,0,0,0,0.0,0.0,0.0,0.0
5,49.97991228103638,50,70,100,9620,13681,17457,52.91302490234375,69.99919128417969,100.0,0.0

# Summary
# start_time,0
# end_time,62.48129105567932
# total_meters,5
