meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006933212280273438,0,0,0,2372,2639,1915,98.03041076660156,100.0,99.39393615722656,0.0
2,0.6398763656616211,0,0,0,2064,1877,1292,89.10934448242188,82.0080337524414,70.34964752197266,0.0
3,1.2798476219177246,0,0,0,1538,1499,1334,73.8740005493164,71.8875503540039,72.30769348144531,0.0
4,1.9197611808776855,0,0,0,1139,1689,1575,62.317161560058594,76.97456359863281,83.54312133789062,0.0
5,2.5598957538604736,0,0,0,1714,1301,1981,78.97175598144531,66.58634185791016,100.0,0.0
6,3.1998283863067627,0,0,0,2093,1589,1249,89.94931030273438,74.29718780517578,68.34498596191406,0.0

# Summary
# start_time,0
# end_time,27.350040674209595
# total_meters,6
