meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006768703460693359,0,0,0,2276,2387,1924,95.24981689453125,95.66265106201172,99.81352233886719,0.0
2,0.619779109954834,0,0,0,1558,1643,1312,74.45329284667969,75.74297332763672,71.28205108642578,0.0
3,1.260171890258789,0,0,0,1514,1332,1198,73.1788558959961,67.41632843017578,65.96736907958984,0.0
4,1.8821954727172852,0,0,0,1111,1587,1412,61.50615310668945,74.24364471435547,75.94405364990234,0.0
5,2.5202877521514893,0,0,0,1525,1168,1868,73.49746704101562,63.02543640136719,97.20279693603516,0.0
6,3.1597964763641357,0,0,0,2050,1634,1101,88.7038345336914,75.50200653076172,61.445220947265625,0.0

# Summary
# start_time,0
# end_time,17.49434232711792
# total_meters,6
