meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006282329559326172,0,0,0,5540,5780,4673,95.38945770263672,96.92271423339844,100.0,0.0
2,1.5796942710876465,0,0,0,4315,4442,3451,79.15985870361328,80.92911529541016,76.77494812011719,0.0
3,3.15995717048645,0,0,0,3293,3367,3196,65.54129028320312,68.00956726074219,71.1751937866211,0.0
4,4.759639501571655,0,0,0,2387,3623,3972,53.71010208129883,71.21886444091797,88.03154754638672,0.0
5,6.3398497104644775,0,0,0,3455,2489,4968,67.62716674804688,57.51873016357422,100.0,0.0
6,7.919964075088501,0,0,0,5097,4058,3064,89.55304718017578,76.38190460205078,68.55345916748047,0.0

# Summary
# start_time,0
# end_time,25.893311023712158
# total_meters,6
