time_relative,pressure,flow_rate_l_per_min,speed
0.5003206729888916,1.1592,0.0,0.62
1.0003345012664795,1.0004,0.0,0.62
1.500331163406372,1.2852000000000001,0.0,0.62
2.0003368854522705,1.5375999999999999,0.0,0.62
2.500349283218384,1.7555999999999998,0.0,0.62
3.000298500061035,2.0512,2.178999900817871,0.62
3.500420331954956,1.8804000000000003,2.178999900817871,0.62
4.000286817550659,2.13,3.438260793685913,0.62
4.500364780426025,2.5136,3.438260793685913,0.62
5.000309944152832,3.0256,3.5267391204833984,0.62
5.500324726104736,3.4168,3.5267391204833984,0.62
6.000292539596558,3.912,3.969130516052246,0.62
6.500368595123291,4.3372,3.969130516052246,0.62
7.000318765640259,4.7387999999999995,3.70369553565979,0.62
7.5003204345703125,4.960800000000001,3.70369553565979,0.62
8.000359296798706,5.1308,3.7921738624572754,0.62
8.500427722930908,5.2308,3.7921738624572754,0.62
9.000336170196533,5.2668,3.70369553565979,0.62
9.500290155410767,5.291600000000001,3.70369553565979,0.62
10.000334739685059,5.263999999999999,3.70369553565979,0.62
10.500311851501465,5.3216,3.70369553565979,0.62
11.000321865081787,5.3536,3.70369553565979,0.62
11.500320434570312,5.3344000000000005,3.70369553565979,0.62
12.00032925605774,5.349600000000001,3.615217447280884,0.62
12.50033164024353,5.354,3.615217447280884,0.62
13.000363111495972,5.298,3.70369553565979,0.62
13.500427961349487,5.319599999999999,3.70369553565979,0.62
14.000365972518921,5.3347999999999995,3.70369553565979,0.62
14.500389575958252,5.3292,3.70369553565979,0.62
15.000365257263184,5.3368,3.70369553565979,0.62
15.50035834312439,5.3228,3.70369553565979,0.62
16.000354290008545,5.3444,3.70369553565979,0.62
16.500358819961548,5.296000000000001,3.70369553565979,0.62
17.000340700149536,5.2908,3.70369553565979,0.62
17.500365257263184,5.3228,3.70369553565979,0.62
18.00041699409485,5.3368,3.615217447280884,0.62
18.500412940979004,5.3428,3.615217447280884,0.62
19.00036096572876,5.3596,3.70369553565979,0.62
19.500321865081787,5.3472,3.70369553565979,0.62
20.000314474105835,5.3472,3.615217447280884,0.62
20.50036072731018,5.3728,3.615217447280884,0.62
21.000362634658813,5.3824,3.70369553565979,0.62
21.500295162200928,5.341199999999999,3.70369553565979,0.62
22.000368118286133,5.352,3.70369553565979,0.62
22.500311613082886,5.3756,3.70369553565979,0.62
23.00031280517578,5.3764,3.615217447280884,0.62
23.500670433044434,5.3512,3.615217447280884,0.62
24.000361442565918,5.3591999999999995,3.70369553565979,0.62
24.500322103500366,5.355600000000001,3.70369553565979,0.62
25.000340223312378,5.3744,3.615217447280884,0.62
25.500345468521118,5.3632,3.615217447280884,0.62
26.000346660614014,5.3552,3.70369553565979,0.62
26.500365734100342,5.368,3.70369553565979,0.62
27.000348329544067,5.37,3.70369553565979,0.62
27.50034999847412,5.364800000000001,3.70369553565979,0.62
28.000346899032593,5.355600000000001,3.615217447280884,0.62
28.500340700149536,5.3568,3.615217447280884,0.62
29.00034999847412,5.3824,3.70369553565979,0.62
29.500351428985596,5.3664000000000005,3.70369553565979,0.62
30.000349760055542,5.349200000000001,3.70369553565979,0.62
30.50032091140747,5.3568,3.70369553565979,0.62
31.000348567962646,5.357200000000001,3.615217447280884,0.62
31.500333786010742,5.384,3.615217447280884,0.62
32.00035786628723,5.3716,3.70369553565979,0.62
32.50034165382385,5.3636,3.70369553565979,0.62
33.00034189224243,5.354799999999999,3.70369553565979,0.62
33.50035309791565,5.3824,3.70369553565979,0.62
34.00037145614624,5.36,3.615217447280884,0.62
34.500328063964844,5.3544,3.615217447280884,0.62
35.00033092498779,5.358,3.70369553565979,0.62
35.500375270843506,5.3588000000000005,3.70369553565979,0.62
36.000343322753906,5.365599999999999,3.70369553565979,0.62
36.500367403030396,5.3552,3.70369553565979,0.62
37.00031614303589,5.3588000000000005,3.70369553565979,0.62
37.50038814544678,5.3688,3.70369553565979,0.62
38.00034046173096,5.378,3.615217447280884,0.62
38.5003342628479,5.348800000000001,3.615217447280884,0.62
39.00033783912659,5.3612,3.70369553565979,0.62
39.50033950805664,5.3668,3.70369553565979,0.62
40.00034427642822,5.365599999999999,3.70369553565979,0.62
40.500340938568115,5.3632,3.70369553565979,0.62
41.00034832954407,5.3604,3.70369553565979,0.62
41.50036263465881,5.354,3.70369553565979,0.62
42.000359296798706,5.346,3.615217447280884,0.62
42.50036096572876,5.349600000000001,3.615217447280884,0.62
43.00034713745117,5.3552,3.70369553565979,0.62
43.50031542778015,5.3696,3.70369553565979,0.62
44.00038003921509,5.368399999999999,3.70369553565979,0.62
44.50035262107849,5.3528,3.70369553565979,0.62
