meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006444454193115234,0,0,0,2338,2316,1821,97.04561614990234,93.76171112060547,95.01165771484375,0.0
2,0.6202716827392578,0,0,0,1550,1705,1265,74.2215805053711,77.40294647216797,69.09091186523438,0.0
3,1.2417850494384766,0,0,0,1382,1484,1234,69.35553741455078,71.48594665527344,67.64569091796875,0.0
4,1.8599960803985596,0,0,0,886,1549,1541,54.989139556884766,73.22624206542969,81.95803833007812,0.0
5,2.480026960372925,0,0,0,1661,881,1739,77.43663787841797,55.341365814208984,91.18881225585938,0.0
6,3.0999886989593506,0,0,0,2067,1714,1081,89.19623565673828,77.64390563964844,60.512821197509766,0.0

# Summary
# start_time,0
# end_time,18.446911811828613
# total_meters,6
