meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006432533264160156,0,0,0,2215,2277,1710,93.48298645019531,92.71753692626953,89.83683013916016,0.0
2,0.620070219039917,0,0,0,1600,1637,1162,75.66980743408203,75.58232879638672,64.28904724121094,0.0
3,1.2403182983398438,0,0,0,1246,1347,1186,65.41636657714844,67.81793975830078,65.40792846679688,0.0
4,1.860100507736206,0,0,0,1045,1594,1544,59.59449768066406,74.43106079101562,82.097900390625,0.0
5,2.480168104171753,0,0,0,1523,1191,1824,73.43953704833984,63.641231536865234,95.1515121459961,0.0
6,3.1004879474639893,0,0,0,2045,1663,1305,88.55901336669922,76.27845001220703,70.9557113647461,0.0

# Summary
# start_time,0
# end_time,7.53269100189209
# total_meters,6
