meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006561279296875,0,0,0,21789,22335,17157,99.16345977783203,99.23377227783203,100.0,0.0
2,6.039997100830078,0,0,0,16061,16880,12832,77.46924591064453,81.09805297851562,73.39566040039062,0.0
3,12.060194730758667,0,0,0,12967,13372,11237,65.68556213378906,69.40592193603516,63.3754768371582,0.0
4,18.08082413673401,0,0,0,9049,15767,15445,51.33027267456055,77.50532531738281,89.3565673828125,0.0
5,24.10099983215332,0,0,0,12922,8850,17032,65.42522430419922,54.620330810546875,98.20889282226562,0.0
6,30.122583150863647,0,0,0,20227,15615,11455,93.5318374633789,77.30606842041016,65.5128402709961,0.0
7,36.16367769241333,0,0,0,1039,1270,940,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,62.02170538902283
# total_meters,7
