meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006349086761474609,0,0,0,23079,24306,18467,100.0,100.0,100.0,0.0
2,6.140139818191528,0,0,0,18606,18382,14161,86.50926971435547,85.61663818359375,80.89496612548828,0.0
3,12.279144763946533,0,0,0,14936,14547,12662,73.05731964111328,73.2815933227539,72.06841278076172,0.0
4,18.399574756622314,0,0,0,8995,13845,14849,50.93191146850586,70.94989776611328,85.21675109863281,0.0
5,24.519859313964844,0,0,0,13534,9488,18785,67.55695343017578,56.60990905761719,100.0,0.0
6,30.61998438835144,0,0,0,20409,15700,11927,93.7696533203125,77.28439331054688,67.96806335449219,0.0
7,36.76057243347168,0,0,0,1041,1095,903,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,41.49364161491394
# total_meters,7
