meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006802082061767578,0,0,0,21070,22520,17575,95.79415893554688,99.20914459228516,100.0,0.0
2,6.040426254272461,0,0,0,16745,17955,12616,79.37374114990234,84.00910949707031,71.2826919555664,0.0
3,12.161341428756714,0,0,0,13151,13911,11666,66.18678283691406,70.99383544921875,65.70480346679688,0.0
4,18.301241636276245,0,0,0,8566,14929,14968,0.0,74.66582489013672,86.28092193603516,0.0
5,24.421995401382446,0,0,0,13609,9205,19005,67.59870910644531,55.55232620239258,100.0,0.0
6,30.56191658973694,0,0,0,20387,16197,11627,93.25660705566406,78.61165618896484,65.73819732666016,0.0

# Summary
# start_time,0
# end_time,40.34151601791382
# total_meters,6
