meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006520748138427734,0,0,0,22758,24179,18056,100.0,100.0,100.0,0.0
2,6.1215643882751465,0,0,0,16507,17182,13057,78.4943618774414,81.50501251220703,73.93413543701172,0.0
3,12.240901947021484,0,0,0,14158,14565,12903,69.66685485839844,72.89451599121094,72.78805541992188,0.0
4,18.380419731140137,0,0,0,9430,14543,14942,52.58201599121094,73.2685546875,85.86478424072266,0.0
5,24.501869201660156,0,0,0,13175,8789,18669,66.9811782836914,54.784088134765625,100.0,0.0
6,30.64093589782715,0,0,0,19465,15795,11804,89.83110046386719,77.3021240234375,66.8082504272461,0.0

# Summary
# start_time,0
# end_time,66.07983326911926
# total_meters,6
