meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006840229034423828,0,0,0,2441,2448,1854,100.0,97.29585266113281,96.55011749267578,0.0
2,0.6398453712463379,0,0,0,1727,1858,1532,79.34829711914062,81.49932861328125,81.53845977783203,0.0
3,1.2798149585723877,0,0,0,1600,1534,1276,75.66980743408203,72.82463073730469,69.60372924804688,0.0
4,1.9200997352600098,0,0,0,746,1406,1604,50.934104919433594,69.39759063720703,84.89510345458984,0.0
5,2.561817169189453,0,0,0,787,300,552,52.12165069580078,0.0,0.0,0.0
6,3.2001943588256836,0,0,0,1917,1408,1052,84.85155487060547,69.45114135742188,59.16083908081055,0.0

# Summary
# start_time,0
# end_time,18.10553526878357
# total_meters,6
