meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.000736236572265625,0,0,0,2391,2506,1899,98.58074188232422,98.8487319946289,98.64801788330078,0.0
2,0.619499921798706,0,0,0,1628,1699,1392,76.4808120727539,77.24230194091797,75.01165771484375,0.0
3,1.2417278289794922,0,0,0,1365,1543,1114,68.86314392089844,73.06559753417969,62.0512809753418,0.0
4,1.8592936992645264,0,0,0,676,1457,1536,0.0,70.76305389404297,81.72494506835938,0.0
5,2.4797489643096924,0,0,0,1344,744,1831,68.25489044189453,51.67335891723633,95.47785186767578,0.0
6,3.099473237991333,0,0,0,2165,1742,1117,92.03475952148438,78.3935775756836,62.19114303588867,0.0

# Summary
# start_time,0
# end_time,12.132246732711792
# total_meters,6
