meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0007803440093994141,0,0,0,2609,2768,2030,100.0,100.0,100.0,0.0
2,0.6383645534515381,0,0,0,1766,1903,1386,80.47791290283203,82.70414733886719,74.73193359375,0.0
3,1.2787301540374756,0,0,0,1346,1467,1401,68.31282043457031,71.03079223632812,75.43123626708984,0.0
4,1.9195075035095215,0,0,0,986,1376,1636,57.885589599609375,68.59437561035156,86.38694763183594,0.0
5,2.558661699295044,0,0,0,1613,943,1935,76.04634094238281,57.001338958740234,100.0,0.0
6,3.1987853050231934,0,0,0,1964,1584,1113,86.212890625,74.16332244873047,62.004661560058594,0.0

# Summary
# start_time,0
# end_time,11.345201969146729
# total_meters,6
