meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0007791519165039062,0,0,0,2345,2211,1797,97.24836730957031,90.95046997070312,93.89277648925781,0.0
2,0.6218521595001221,0,0,0,1603,1661,1351,75.75669860839844,76.22489929199219,73.10023498535156,0.0
3,1.240480899810791,0,0,0,1387,1520,1272,69.50035858154297,72.44979858398438,69.41725158691406,0.0
4,1.8621668815612793,0,0,0,982,1539,1654,57.76973342895508,72.95850372314453,87.22610473632812,0.0
5,2.480211019515991,0,0,0,1444,744,1793,71.15133666992188,51.67335891723633,93.70629119873047,0.0
6,3.1018099784851074,0,0,0,2160,1871,1174,91.88993835449219,81.8473892211914,64.8484878540039,0.0

# Summary
# start_time,0
# end_time,28.094500064849854
# total_meters,6
