meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006206035614013672,0,0,0,21887,22440,17346,98.87408447265625,98.98855590820312,100.0,0.0
2,6.039992570877075,0,0,0,15995,17066,12893,77.31671142578125,81.79415893554688,73.88985443115234,0.0
3,12.081676244735718,0,0,0,13371,13812,11409,67.26573944091797,70.91044616699219,64.52582550048828,0.0
4,18.122305870056152,0,0,0,8908,15462,15143,50.59482955932617,76.19682312011719,86.95667266845703,0.0
5,24.18337345123291,0,0,0,13517,9432,17684,67.61507415771484,56.50242233276367,100.0,0.0
6,30.242679357528687,0,0,0,20519,15999,11243,94.3760757446289,78.39788055419922,63.98735427856445,0.0
7,36.32229018211365,0,0,0,278,739,836,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,40.12056565284729
# total_meters,7
