meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006351470947265625,0,0,0,16977,16779,14118,79.99816131591797,79.99838256835938,79.99700164794922,0.0
2,12.479283094406128,0,80,80,0,16779,14118,0.0,79.99838256835938,79.99700164794922,0.0
3,24.979744911193848,60,0,100,11545,0,17457,60.0,0.0,100.0,0.0
4,37.47940540313721,0,0,0,0,0,0,0.0,0.0,0.0,0.0
5,49.97933864593506,50,70,100,9620,13681,17457,52.91302490234375,69.99919128417969,100.0,0.0

# Summary
# start_time,0
# end_time,62.48172354698181
# total_meters,5
