meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0016520023345947266,0,0,0,21449,22949,17331,97.27737426757812,100.0,100.0,0.0
2,6.138964891433716,0,0,0,17494,18103,13978,82.81723022460938,85.10005950927734,80.35486602783203,0.0
3,12.318018913269043,0,0,0,14021,14047,12339,69.40723419189453,71.43521881103516,69.7585220336914,0.0
4,18.478979110717773,0,0,0,8836,15491,16571,50.02669143676758,75.84120178222656,94.69223022460938,0.0
5,24.660801887512207,0,0,0,14439,9876,19558,70.85334777832031,57.837608337402344,100.0,0.0
6,30.81872010231018,0,0,0,21528,15622,12613,96.75287628173828,76.26402282714844,70.9809799194336,0.0
7,36.97942852973938,0,0,0,100,0,3,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,45.20288705825806
# total_meters,7
