meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006127357482910156,0,0,0,21992,22395,17476,99.18650817871094,98.7723388671875,100.0,0.0
2,6.060272216796875,0,0,0,16100,17065,12605,76.84870147705078,80.99479675292969,71.03468322753906,0.0
3,12.080962657928467,0,0,0,13328,13628,11204,67.00993347167969,70.22486877441406,63.1529426574707,0.0
4,18.14103865623474,0,0,0,8790,15617,15288,0.0,76.24787902832031,87.00614166259766,0.0
5,24.201514720916748,0,0,0,13641,9308,17499,68.12349700927734,56.128631591796875,100.0,0.0
6,30.26189351081848,0,0,0,20671,16135,11291,94.06141662597656,78.23789978027344,63.480525970458984,0.0
7,36.32194495201111,0,0,0,214,639,829,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,39.65960359573364
# total_meters,7
