meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006506443023681641,0,0,0,2847,2887,2015,100.0,100.0,100.0,0.0
2,0.6396358013153076,0,0,0,2052,2077,1398,88.76176452636719,87.36278533935547,75.29137420654297,0.0
3,1.2794692516326904,0,0,0,1699,1659,1350,78.53729248046875,76.17134857177734,73.0536117553711,0.0
4,1.9194121360778809,0,0,0,925,1699,1804,56.11875534057617,77.24230194091797,94.2191162109375,0.0
5,2.559610366821289,0,0,0,1679,1106,2001,77.95800018310547,61.36546325683594,100.0,0.0
6,3.200489044189453,0,0,0,1929,1447,1139,85.19913482666016,70.49531555175781,63.21678161621094,0.0

# Summary
# start_time,0
# end_time,48.59443545341492
# total_meters,6
