meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006575584411621094,0,0,0,22901,24584,18538,100.0,100.0,100.0,0.0
2,6.140440940856934,0,0,0,18312,18490,13653,84.91302490234375,85.52085876464844,77.21131896972656,0.0
3,12.180552244186401,0,0,0,13738,13854,12365,68.50496673583984,70.93650817871094,70.12841033935547,0.0
4,18.261072635650635,0,0,0,8308,13547,14873,0.0,69.7710189819336,84.93705749511719,0.0
5,24.383004903793335,0,0,0,13808,9847,19138,68.6673583984375,57.834686279296875,100.0,0.0
6,30.501980304718018,0,0,0,20695,15842,12309,93.96852111816406,77.16415405273438,69.43689727783203,0.0

# Summary
# start_time,0
# end_time,58.785942792892456
# total_meters,6
