meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006802082061767578,0,0,0,2392,2393,1826,98.60970306396484,95.82329559326172,95.24475860595703,0.0
2,0.6201457977294922,0,0,0,1761,1835,1341,80.33309173583984,80.88353729248047,72.634033203125,0.0
3,1.239821434020996,0,0,0,1349,1240,1156,68.39971160888672,64.9531478881836,64.00932312011719,0.0
4,1.8613882064819336,0,0,0,875,1793,1719,54.670528411865234,79.759033203125,90.25640869140625,0.0
5,2.4800915718078613,0,0,0,1173,841,1781,63.30195617675781,54.270416259765625,93.1468505859375,0.0
6,3.1001317501068115,0,0,0,2109,1457,1182,90.4127426147461,70.76305389404297,65.22144317626953,0.0

# Summary
# start_time,0
# end_time,8.095586776733398
# total_meters,6
