meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0007131099700927734,80,80,80,16977,16779,14118,79.99816131591797,79.99838256835938,79.99700164794922,0.0
2,12.481227397918701,0,80,80,0,16779,14118,0.0,79.99838256835938,79.99700164794922,0.0
3,24.981117486953735,60,0,100,11545,0,17457,60.0,0.0,100.0,0.0
4,37.481693744659424,0,0,0,0,0,0,0.0,0.0,0.0,0.0
5,49.98123002052307,50,70,100,9620,13681,17457,52.91302490234375,69.99919128417969,100.0,0.0

# Summary
# start_time,0
# end_time,62.48090958595276
# total_meters,5
