meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006830692291259766,0,0,0,21848,22312,17344,99.04014587402344,98.849853515625,100.0,0.0
2,6.060420513153076,0,0,0,16052,17227,12646,77.1836929321289,81.99775695800781,71.94100189208984,0.0
3,12.080992221832275,0,0,0,13272,13671,11233,67.13752746582031,70.66577911376953,63.7926025390625,0.0
4,18.12110209465027,0,0,0,8672,15463,15155,0.0,76.24832153320312,87.11722564697266,0.0
5,24.181978225708008,0,0,0,13620,9293,17816,68.04558563232422,56.079833984375,100.0,0.0
6,30.242164373397827,0,0,0,20631,16106,11193,94.35193634033203,78.44479370117188,63.28408432006836,0.0
7,36.30272912979126,0,0,0,124,507,682,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,46.5340576171875
# total_meters,7
