meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006406307220458984,0,0,0,2261,2362,1941,94.81535339355469,94.9933090209961,100.0,0.0
2,0.6198470592498779,0,0,0,1484,1639,1320,72.30992126464844,75.63587951660156,71.65501403808594,0.0
3,1.2395777702331543,0,0,0,1419,1445,1133,70.4272232055664,70.44176483154297,62.93706130981445,0.0
4,1.8596346378326416,0,0,0,994,1483,1397,58.117305755615234,71.45916748046875,75.24475860595703,0.0
5,2.48268723487854,0,0,0,1470,582,1744,71.9044189453125,0.0,91.42191314697266,0.0
6,3.099355697631836,0,0,0,2066,1835,1149,89.16726684570312,80.88353729248047,63.6829833984375,0.0

# Summary
# start_time,0
# end_time,6.692070484161377
# total_meters,6
