meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0009360313415527344,0,0,0,22446,22511,17451,100.0,98.49915313720703,99.96405792236328,0.0
2,6.240351676940918,0,0,0,16839,17721,13441,79.49010467529297,83.03881072998047,75.94129180908203,0.0
3,12.507787227630615,0,0,0,13780,13986,12031,68.25049591064453,71.00328063964844,67.52608489990234,0.0
4,18.74304723739624,0,0,0,9049,15782,15526,50.81085968017578,76.78044128417969,88.43193054199219,0.0
5,25.005369663238525,0,0,0,15263,9495,17937,73.86869049072266,56.58735656738281,100.0,0.0
6,31.263291835784912,0,0,0,17674,14727,9999,82.56419372558594,73.37528991699219,55.321250915527344,0.0

# Summary
# start_time,0
# end_time,73.71576857566833
# total_meters,6
