meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006127357482910156,0,0,0,5727,5761,4514,98.28025817871094,97.0689697265625,100.0,0.0
2,1.5597951412200928,0,0,0,4056,4304,3190,75.76919555664062,79.31470489501953,71.24093627929688,0.0
3,3.0996551513671875,0,0,0,3396,3500,2934,67.38813018798828,70.03079986572266,66.24200439453125,0.0
4,4.65990138053894,0,0,0,2307,3968,3951,52.85045623779297,75.62317657470703,88.0745849609375,0.0
5,6.220558166503906,0,0,0,3525,2418,4577,69.1072006225586,57.018375396728516,100.0,0.0
6,7.780106544494629,0,0,0,5333,4161,3011,92.8281478881836,77.71841430664062,67.55874633789062,0.0
7,9.340200424194336,0,0,0,0,18,92,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,11.500913619995117
# total_meters,7
