meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0008144378662109375,0,0,0,22144,22449,17455,100.0,99.58037567138672,100.0,0.0
2,6.0404953956604,0,0,0,16120,16943,12631,77.14983367919922,80.80912780761719,71.48245239257812,0.0
3,12.060813426971436,0,0,0,13388,13732,11330,67.13688659667969,70.4779052734375,63.781700134277344,0.0
4,18.141109228134155,0,0,0,8836,15436,15160,50.03947067260742,75.68273162841797,86.274169921875,0.0
5,24.18208932876587,0,0,0,13729,9303,17724,68.647216796875,56.2297477722168,100.0,0.0
6,30.24241852760315,0,0,0,20772,16083,11170,94.6556396484375,78.21894836425781,62.94747543334961,0.0
7,36.32248663902283,0,0,0,204,673,805,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,40.65123128890991
# total_meters,7
