meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006136894226074219,0,0,0,21893,23177,18197,98.1684341430664,100.0,100.0,0.0
2,6.140729904174805,0,0,0,18027,17794,13730,84.61540985107422,83.92357635498047,78.61014556884766,0.0
3,12.280985593795776,0,0,0,13724,13893,12623,68.59896850585938,71.1921615600586,71.90547180175781,0.0
4,18.401196002960205,0,0,0,9664,14794,15218,53.417449951171875,74.04131317138672,87.4475326538086,0.0
5,24.542141437530518,0,0,0,14670,10887,18417,71.80960845947266,61.1795654296875,100.0,0.0
6,30.681640148162842,0,0,0,19759,15784,11845,90.64736938476562,77.07258605957031,66.7829818725586,0.0
7,36.80237913131714,0,0,0,0,0,8,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,50.11941194534302
# total_meters,7
