meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.001190185546875,0,0,0,2296,2193,1707,95.82910919189453,90.46854400634766,89.69696807861328,0.0
2,0.619492769241333,0,0,0,1537,1801,1290,73.84503936767578,79.97322845458984,70.25640869140625,0.0
3,1.2549259662628174,0,0,0,1364,1511,1279,68.83417510986328,72.20883178710938,69.74359130859375,0.0
4,1.8761024475097656,0,0,0,823,1558,1504,53.16437530517578,73.46720123291016,80.23310089111328,0.0
5,2.495044469833374,0,0,0,1496,882,1763,72.6574935913086,55.36813735961914,92.30769348144531,0.0
6,3.1163928508758545,0,0,0,2059,1667,1180,88.96451568603516,76.38554382324219,65.12820434570312,0.0

# Summary
# start_time,0
# end_time,19.00725245475769
# total_meters,6
