time_relative,pressure,flow_rate_l_per_min,speed
0.5002951622009277,-0.008,0.0,1.623668323958333
1.0003139972686768,-0.005599999999999999,0.0,1.6195293296874997
1.5002710819244385,-0.005200000000000001,0.0,1.6177554749999998
2.000291109085083,-0.005200000000000001,0.0,1.6195293296874997
2.500293731689453,-0.005200000000000001,0.0,1.6224857541666664
3.000264883041382,-0.005200000000000001,0.0,1.6142077656249998
3.5002825260162354,-0.005200000000000001,0.0,1.6177554749999998
4.000277996063232,-0.0048000000000000004,0.0,1.2511588395833333
4.500276327133179,-0.0048000000000000004,0.0,0.09933586249999997
5.000309944152832,-0.0048000000000000004,0.0,0.0
5.50025749206543,-0.005200000000000001,0.0,0.0
