meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006594657897949219,0,0,0,2805,2956,2019,100.0,100.0,100.0,0.0
2,0.6403264999389648,0,0,0,1760,1652,1360,80.30413055419922,75.98393249511719,73.51981353759766,0.0
3,1.2787048816680908,0,0,0,1271,1427,1118,66.10040283203125,69.92214965820312,62.18600845336914,0.0
4,1.9188287258148193,0,0,0,1037,1584,1650,59.3627815246582,74.16332244873047,87.03962707519531,0.0
5,2.558791399002075,0,0,0,1584,892,1855,75.20637512207031,55.6358757019043,96.59673309326172,0.0
6,3.198881149291992,0,0,0,1894,1281,1000,84.18537139892578,66.05087280273438,56.736595153808594,0.0

# Summary
# start_time,0
# end_time,18.365642309188843
# total_meters,6
