meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006723403930664062,0,0,0,5623,5967,4758,96.43299865722656,99.10380554199219,100.0,0.0
2,1.6014950275421143,0,0,0,4430,4417,3550,80.79092407226562,80.72755432128906,79.02928161621094,0.0
3,3.181065559387207,0,0,0,3916,3752,3314,73.74517059326172,72.5783920288086,73.665771484375,0.0
4,4.760366439819336,0,0,0,2184,3656,3719,51.02144241333008,71.6132583618164,82.61779022216797,0.0
5,6.340463399887085,0,0,0,3183,2241,4775,64.17093658447266,54.65050506591797,100.0,0.0
6,7.921435117721558,0,0,0,4918,3940,2870,87.35358428955078,75.09459686279297,64.56513977050781,0.0
7,9.503334522247314,0,0,0,0,0,0,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,27.091466188430786
# total_meters,7
