meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006527900695800781,0,0,0,5915,6211,4775,99.92352294921875,100.0,100.0,0.0
2,1.600574016571045,0,0,0,4548,4607,3593,82.15180969238281,82.8179931640625,79.69744873046875,0.0
3,3.1997158527374268,0,0,0,4091,4078,3181,76.34051513671875,76.71067810058594,71.18093872070312,0.0
4,4.779832601547241,0,0,0,1992,3341,3841,0.0,67.9383316040039,85.40811920166016,0.0
5,6.360766410827637,0,0,0,3540,2534,4987,68.9092025756836,58.1577033996582,100.0,0.0
6,7.939800262451172,0,0,0,4953,3910,3005,87.67147064208984,74.63160705566406,67.31562042236328,0.0
7,9.522726058959961,0,0,0,0,0,0,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,26.374229669570923
# total_meters,7
