meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006344318389892578,0,0,0,2529,2759,1996,100.0,100.0,100.0,0.0
2,0.6409127712249756,0,0,0,1965,2055,1550,86.24185180664062,86.77375793457031,82.37762451171875,0.0
3,1.2803664207458496,0,0,0,1725,1502,1223,79.29036712646484,71.9678726196289,67.13286590576172,0.0
4,1.9198596477508545,0,0,0,858,1615,1758,54.178131103515625,74.9933090209961,92.07459259033203,0.0
5,2.560260772705078,0,0,0,1890,1427,2120,84.06951141357422,69.9598388671875,100.0,0.0
6,3.2000339031219482,0,0,0,2335,1757,1281,96.95872497558594,78.79518127441406,69.83683013916016,0.0

# Summary
# start_time,0
# end_time,68.64174199104309
# total_meters,6
