meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006453990936279297,0,0,0,24046,25411,18212,100.0,100.0,100.0,0.0
2,6.040252923965454,0,0,0,20200,19425,13487,91.86378479003906,88.53868865966797,76.21686553955078,0.0
3,12.160509586334229,0,0,0,15874,15298,12038,75.93741607666016,75.21826934814453,67.53631591796875,0.0
4,18.281131744384766,0,0,0,8688,14040,15261,0.0,71.15791320800781,86.84439086914062,0.0
5,24.422240257263184,0,0,0,13757,9624,19296,68.96745300292969,57.410587310791016,100.0,0.0
6,30.52685785293579,0,0,0,20325,16121,11958,93.02626037597656,78.36408233642578,67.73925018310547,0.0
7,36.6411874294281,0,0,0,356,372,299,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,190.85387420654297
# total_meters,7
