meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006899833679199219,0,0,0,22573,23154,17602,100.0,100.0,100.0,0.0
2,6.120413541793823,0,0,0,16526,17562,12984,78.67989349365234,82.84300994873047,73.64358520507812,0.0
3,12.260948419570923,0,0,0,13236,13312,11131,66.31571960449219,68.88719940185547,62.22685623168945,0.0
4,18.361458778381348,0,0,0,9167,15845,15285,51.406620025634766,77.22216796875,87.41641235351562,0.0
5,24.501667261123657,0,0,0,13852,9117,17469,68.53931427001953,55.29490280151367,100.0,0.0
6,30.621299028396606,0,0,0,20008,16559,11164,92.84294128417969,80.51372528076172,63.85747146606445,0.0

# Summary
# start_time,0
# end_time,117.12064361572266
# total_meters,6
