meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006432533264160156,0,0,0,5584,5735,4459,96.21217346191406,96.60503387451172,98.65325927734375,0.0
2,1.5802054405212402,0,0,0,4243,4543,3478,78.20122528076172,82.12857818603516,77.34378814697266,0.0
3,3.1416635513305664,0,0,0,3463,3583,2959,68.20862579345703,70.9637451171875,66.68401336669922,0.0
4,4.701636075973511,0,0,0,2386,4019,3972,53.797794342041016,76.09121704101562,88.27445220947266,0.0
5,6.260862350463867,0,0,0,3512,2264,4460,68.64213562011719,54.995704650878906,98.53504943847656,0.0
6,7.840032339096069,0,0,0,5104,4099,2983,89.7149429321289,76.9214859008789,66.88678741455078,0.0

# Summary
# start_time,0
# end_time,23.325048446655273
# total_meters,6
