meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0006964206695556641,0,0,0,5733,5875,4530,98.41704559326172,98.48902893066406,100.0,0.0
2,1.5801854133605957,0,0,0,4207,4551,3378,77.87403869628906,82.36532592773438,75.39510345458984,0.0
3,3.121088743209839,0,0,0,3433,3536,2850,68.00733184814453,70.57694244384766,64.59687805175781,0.0
4,4.679999828338623,0,0,0,2287,4048,3900,52.52089309692383,76.49334716796875,86.8223876953125,0.0
5,6.2403600215911865,0,0,0,3490,2241,4447,68.73213958740234,54.94295120239258,98.99217224121094,0.0
6,7.800109148025513,0,0,0,5308,4210,2950,92.54939270019531,78.34244537353516,66.29938507080078,0.0
7,9.360372304916382,0,0,0,0,0,16,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,11.502372741699219
# total_meters,7
